datasetname,model,cv_method,basic_prediction_mean,rmse_mean,rmse_std,parameters
df_num_cat_with_pt,XGBoost_Regression,shufflesplit,22056.223536100424,24186.785012017248,1645.021934050362,None
df_num_cat_with_pt,LightGBM_Regression,shufflesplit,20121.253409897545,23034.957164855747,2011.232689029681,None
df_num_cat_without_ss,Linear_Regression,cross_val_score,11854962088541.014,974448607186390.4,2340117869849587.0,None
df_num_cat_without_ss,KNeighbors_Regression,cross_val_score,33308.62859725472,29884.476770278456,4111.736080338491,None
df_num_cat_without_ss,Decision_Tree,cross_val_score,37982.145146947245,39772.76622017214,4138.399387501451,None
df_num_cat_without_ss,Random_Forest,cross_val_score,26937.88180997821,24074.960661132296,3603.4615595048185,None
df_num_cat_without_ss,SGD_Regression,cross_val_score,22255.141212561317,21259.354566550715,3179.84779275489,None
df_num_cat_without_ss,Ridge_Regression,cross_val_score,22299.376057864105,21482.01359647044,2850.7374559720934,None
df_num_cat_without_ss,Lasso_Regression,cross_val_score,22696.0441436735,22035.704484115762,2740.0576856647667,None
df_num_cat_without_ss,ElasticNet_Regression,cross_val_score,29382.52193768935,25095.4006269977,4771.018385523377,None
df_num_cat_without_ss,Logistic_Regression,cross_val_score,59032.21687331639,38759.43151299657,6148.933421462663,None
df_num_cat_without_ss,LinearSVR,cross_val_score,165259.24128821722,163274.591011321,12725.221143072222,None
df_num_cat_without_ss,GradientBoosting_Regression,cross_val_score,23632.47327724974,22111.702604255683,3295.048646595055,None
df_num_cat_without_ss,XGBoost_Regression,cross_val_score,25324.488293044513,23790.115705008815,3524.805356527556,None
df_num_cat_without_ss,LightGBM_Regression,cross_val_score,25427.297475232193,21873.38571569199,3411.276582597468,None
df_num_cat_without_ss,Linear_Regression,kfold,3231302968576.99,112514683501798.8,126824767816948.52,None
df_num_cat_without_ss,KNeighbors_Regression,kfold,26619.118090265092,30570.696961906466,3166.815727740264,None
df_num_cat_without_ss,Decision_Tree,kfold,31583.263053304086,34820.76087675431,2930.1805965240615,None
df_num_cat_without_ss,Random_Forest,kfold,19642.75943190162,24027.29484885935,2466.678449054633,None
df_num_cat_without_ss,SGD_Regression,kfold,17536.449983506158,21252.170455518608,2482.3002532437563,None
df_num_cat_without_ss,Ridge_Regression,kfold,18218.728376949228,21560.30084785881,2302.897558027428,None
df_num_cat_without_ss,Lasso_Regression,kfold,18493.529666790568,22239.96927813524,2423.672574398139,None
df_num_cat_without_ss,ElasticNet_Regression,kfold,19776.025716721553,25424.234547382777,3472.3227973644944,None
df_num_cat_without_ss,Logistic_Regression,kfold,32255.945660552596,41019.91146932313,5304.853737134346,None
df_num_cat_without_ss,LinearSVR,kfold,148496.81594396682,160974.81748035888,6561.116872345809,None
df_num_cat_without_ss,GradientBoosting_Regression,kfold,17469.634223439265,21304.96592444486,2312.3156350313398,None
df_num_cat_without_ss,XGBoost_Regression,kfold,21945.598557352205,23972.799927483884,1818.8471951420602,None
df_num_cat_without_ss,LightGBM_Regression,kfold,18123.51980629614,21844.93191353036,2496.744822391262,None
df_num_cat_without_ss,Linear_Regression,repeatedkfold,21768.910379953213,1128260140041964.2,5105050777149755.0,None
df_num_cat_without_ss,KNeighbors_Regression,repeatedkfold,23679.39197200317,30670.542153952756,4276.368246522068,None
df_num_cat_without_ss,Decision_Tree,repeatedkfold,27528.895070794988,36575.19721719527,4956.800532033954,None
df_num_cat_without_ss,Random_Forest,repeatedkfold,16547.19124480229,24255.122838466843,3481.1691591293616,None
df_num_cat_without_ss,SGD_Regression,repeatedkfold,15442.223218383551,21404.985986348856,2987.661413884044,None
df_num_cat_without_ss,Ridge_Regression,repeatedkfold,16240.966966434222,21759.021906867736,2838.757894188978,None
df_num_cat_without_ss,Lasso_Regression,repeatedkfold,16986.810053934012,22439.869518364518,2814.1526900565723,None
df_num_cat_without_ss,ElasticNet_Regression,repeatedkfold,19416.128861871064,25488.872350545753,3970.8017215060017,None
df_num_cat_without_ss,Logistic_Regression,repeatedkfold,30363.149861900558,41643.149189794865,6367.778435703289,None
df_num_cat_without_ss,LinearSVR,repeatedkfold,142644.63799217256,160875.60906253132,8734.80275616311,None
df_num_cat_without_ss,GradientBoosting_Regression,repeatedkfold,16070.053383744153,21868.215058327933,3179.405720613121,None
df_num_cat_without_ss,XGBoost_Regression,repeatedkfold,17739.477646056162,24119.956437651083,3069.701787776014,None
df_num_cat_without_ss,LightGBM_Regression,repeatedkfold,17095.04824147393,22246.376587828057,3255.7651928992277,None
df_num_cat_without_ss,Linear_Regression,stratifiedkfold,149253079870.58176,839245061419712.2,2418653227655288.5,None
df_num_cat_without_ss,KNeighbors_Regression,stratifiedkfold,25600.83003670791,30535.174557348404,3911.8434582371156,None
df_num_cat_without_ss,Decision_Tree,stratifiedkfold,31423.01068827315,36831.89866310531,4557.186794995609,None
df_num_cat_without_ss,Random_Forest,stratifiedkfold,20119.715908346017,24085.32790159766,2269.0304227651577,None
df_num_cat_without_ss,SGD_Regression,stratifiedkfold,16663.086489300396,21262.635328221462,2015.1536552471975,None
df_num_cat_without_ss,Ridge_Regression,stratifiedkfold,17397.119567757716,21616.428510091326,1853.9021795240512,None
df_num_cat_without_ss,Lasso_Regression,stratifiedkfold,17769.277711013812,22122.70498560307,1956.6027070219639,None
df_num_cat_without_ss,ElasticNet_Regression,stratifiedkfold,19801.930208626534,25415.601738866048,4114.002874129312,None
df_num_cat_without_ss,Logistic_Regression,stratifiedkfold,34901.18458293315,41125.779881688926,5179.7613378819715,None
df_num_cat_without_ss,LinearSVR,stratifiedkfold,148643.81672613477,160917.79337287074,7519.672648810202,None
df_num_cat_without_ss,GradientBoosting_Regression,stratifiedkfold,18844.28726088986,21908.622106945542,2112.585838054538,None
df_num_cat_without_ss,XGBoost_Regression,stratifiedkfold,17986.513532602094,23278.967659066948,2964.2412883094644,None
df_num_cat_without_ss,LightGBM_Regression,stratifiedkfold,17545.317825914604,22174.519554259816,2448.9667226769852,None
df_num_cat_without_ss,Linear_Regression,shufflesplit,7902113744408.332,696679548855701.2,1284948112927364.8,None
df_num_cat_without_ss,KNeighbors_Regression,shufflesplit,28447.994500902212,30779.300896462228,2144.3597981916464,None
df_num_cat_without_ss,Decision_Tree,shufflesplit,31703.890092222282,37366.37724631272,3010.395332242607,None
df_num_cat_without_ss,Random_Forest,shufflesplit,21463.419507186747,23423.974080641034,2022.6597405486789,None
df_num_cat_without_ss,SGD_Regression,shufflesplit,18140.050269852334,21055.00975597693,1724.3125772778012,None
df_num_cat_without_ss,Ridge_Regression,shufflesplit,19422.436987155404,21806.96443629745,1485.6321722971206,None
df_num_cat_without_ss,Lasso_Regression,shufflesplit,20610.07669607787,22934.195969364755,1227.0441800452536,None
df_num_cat_without_ss,ElasticNet_Regression,shufflesplit,22551.330165616146,25027.256537086872,2097.4106312043186,None
df_num_cat_without_ss,Logistic_Regression,shufflesplit,40587.61101210029,42239.1263037311,1154.8333445496964,None
df_num_cat_without_ss,LinearSVR,shufflesplit,159259.1190270614,165547.18581809377,2533.2937172045567,None
df_num_cat_without_ss,GradientBoosting_Regression,shufflesplit,19246.42453912704,21429.0856664801,1968.0627462351572,None
df_num_cat_without_ss,XGBoost_Regression,shufflesplit,21191.370427166712,23468.19557638872,1701.460164431264,None
df_num_cat_without_ss,LightGBM_Regression,shufflesplit,19177.636937792842,21685.701556483553,2155.9080876368002,None
df_num_cat_without_pt_ss,Linear_Regression,cross_val_score,11345131753904.89,8087164258599744.0,1.5605045846511396e+16,None
df_num_cat_without_pt_ss,KNeighbors_Regression,cross_val_score,30752.22951334503,29938.554398135904,3961.6955614598364,None
df_num_cat_without_pt_ss,Decision_Tree,cross_val_score,38715.789671077,37312.52901753877,4808.232055502858,None
df_num_cat_without_pt_ss,Random_Forest,cross_val_score,27385.762285556848,23931.52262362571,3399.459280599037,None
df_num_cat_without_pt_ss,SGD_Regression,cross_val_score,24236.08636308238,22308.07140291276,3127.5696034475804,None
df_num_cat_without_pt_ss,Ridge_Regression,cross_val_score,24430.565667198636,22409.505008594882,3101.3932177719507,None
df_num_cat_without_pt_ss,Lasso_Regression,cross_val_score,25662.361413687577,22908.33103163803,2951.6654649722664,None
df_num_cat_without_pt_ss,ElasticNet_Regression,cross_val_score,32577.10282448269,26933.69897883816,5343.072843075326,None
df_num_cat_without_pt_ss,Logistic_Regression,cross_val_score,56423.70746203115,40720.07675714484,8132.645831325135,None
df_num_cat_without_pt_ss,LinearSVR,cross_val_score,165262.18241845758,163269.28646858665,12723.263421373817,None
df_num_cat_without_pt_ss,GradientBoosting_Regression,cross_val_score,23969.549249937794,22030.07776852693,3326.3434580967814,None
df_num_cat_without_pt_ss,XGBoost_Regression,cross_val_score,25439.121095077164,23841.360947181332,3519.8368212742093,None
df_num_cat_without_pt_ss,LightGBM_Regression,cross_val_score,25561.472850669732,21723.489278593745,3302.8904841645262,None
df_num_cat_without_pt_ss,Linear_Regression,kfold,4467694423531.474,3413703083108810.0,1.0000521343860432e+16,None
df_num_cat_without_pt_ss,KNeighbors_Regression,kfold,25516.443685171933,29863.9384735396,3457.643198544907,None
df_num_cat_without_pt_ss,Decision_Tree,kfold,32661.889960580993,35224.04087647423,2389.0636860310783,None
df_num_cat_without_pt_ss,Random_Forest,kfold,19861.47513650207,24201.98598910297,2684.403234340938,None
df_num_cat_without_pt_ss,SGD_Regression,kfold,18441.077100163453,22428.819453678658,2631.4386327740567,None
df_num_cat_without_pt_ss,Ridge_Regression,kfold,19474.11493070943,22740.497373358783,2292.9983451912167,None
df_num_cat_without_pt_ss,Lasso_Regression,kfold,20214.487728149183,23447.682376265144,2392.4687232316633,None
df_num_cat_without_pt_ss,ElasticNet_Regression,kfold,21098.883963015956,27443.641412492336,3655.5771223282595,None
df_num_cat_without_pt_ss,Logistic_Regression,kfold,34325.44841933468,41710.04864665159,5195.589896855061,None
df_num_cat_without_pt_ss,LinearSVR,kfold,148497.3951683979,160973.42534434499,6559.679241333668,None
df_num_cat_without_pt_ss,GradientBoosting_Regression,kfold,17838.68937040324,21393.814109051247,2253.503153719192,None
df_num_cat_without_pt_ss,XGBoost_Regression,kfold,21619.416081963805,23920.35064114781,1884.4613688304396,None
df_num_cat_without_pt_ss,LightGBM_Regression,kfold,18061.954033357633,21746.448432323523,2630.7504678105215,None
df_num_cat_without_pt_ss,Linear_Regression,repeatedkfold,23073.893298472092,4351085180986329.0,1.5085878422678164e+16,None
df_num_cat_without_pt_ss,KNeighbors_Regression,repeatedkfold,21445.071023106615,30154.640675109924,4033.422982446185,None
df_num_cat_without_pt_ss,Decision_Tree,repeatedkfold,27074.43809632776,35941.65530051258,4404.715087641639,None
df_num_cat_without_pt_ss,Random_Forest,repeatedkfold,16635.978727184858,24209.418977909558,3371.472369124987,None
df_num_cat_without_pt_ss,SGD_Regression,repeatedkfold,15934.976600452243,22531.22459292126,3153.2327890020124,None
df_num_cat_without_pt_ss,Ridge_Regression,repeatedkfold,16635.546345045146,22938.781989413463,3029.159099557642,None
df_num_cat_without_pt_ss,Lasso_Regression,repeatedkfold,16937.321554592414,23712.200018780055,3040.9913666663188,None
df_num_cat_without_pt_ss,ElasticNet_Regression,repeatedkfold,21098.883963015956,27453.903573898395,4490.787096574349,None
df_num_cat_without_pt_ss,Logistic_Regression,repeatedkfold,31010.95207622483,41864.62169788097,6141.884588136322,None
df_num_cat_without_pt_ss,LinearSVR,repeatedkfold,142639.3956635991,160872.84247922138,8733.500625489636,None
df_num_cat_without_pt_ss,GradientBoosting_Regression,repeatedkfold,15886.666955386423,21829.195989994296,3210.7188198714107,None
df_num_cat_without_pt_ss,XGBoost_Regression,repeatedkfold,18216.186079591986,24141.17662014371,3051.595195007089,None
df_num_cat_without_pt_ss,LightGBM_Regression,repeatedkfold,17388.945856545186,22216.656431403404,3255.8368200571176,None
df_num_cat_without_pt_ss,Linear_Regression,stratifiedkfold,5598946586792.417,4898779237703638.0,1.397172190652718e+16,None
df_num_cat_without_pt_ss,KNeighbors_Regression,stratifiedkfold,25573.792583101127,30217.456436870358,3484.280563860305,None
df_num_cat_without_pt_ss,Decision_Tree,stratifiedkfold,30820.24606068024,37297.83313398542,4657.511886765079,None
df_num_cat_without_pt_ss,Random_Forest,stratifiedkfold,20307.143661594684,24174.4479844301,2385.9098928428143,None
df_num_cat_without_pt_ss,SGD_Regression,stratifiedkfold,17927.671912612735,22395.578636842598,2092.207252486197,None
df_num_cat_without_pt_ss,Ridge_Regression,stratifiedkfold,18432.469608555573,22890.168309717737,1992.4885871006254,None
df_num_cat_without_pt_ss,Lasso_Regression,stratifiedkfold,19099.235301207984,23502.810425680495,1981.3663624956835,None
df_num_cat_without_pt_ss,ElasticNet_Regression,stratifiedkfold,21084.392580279968,27409.946758628514,4787.231481717096,None
df_num_cat_without_pt_ss,Logistic_Regression,stratifiedkfold,34712.2327980327,40792.93434409013,5450.593502840437,None
df_num_cat_without_pt_ss,LinearSVR,stratifiedkfold,148643.28952159395,160915.3014696195,7515.941983781508,None
df_num_cat_without_pt_ss,GradientBoosting_Regression,stratifiedkfold,18714.96168216796,21850.67596971091,2071.1168813629356,None
df_num_cat_without_pt_ss,XGBoost_Regression,stratifiedkfold,18364.75739948273,23270.37831183424,2926.2721132069864,None
df_num_cat_without_pt_ss,LightGBM_Regression,stratifiedkfold,17065.359550761954,21845.67673187688,2541.6492210812607,None
df_num_cat_without_pt_ss,Linear_Regression,shufflesplit,72295417430219.84,8370838276894051.0,2.3746222223931656e+16,None
df_num_cat_without_pt_ss,KNeighbors_Regression,shufflesplit,27559.54531125944,30271.63112022101,2100.650832745904,None
df_num_cat_without_pt_ss,Decision_Tree,shufflesplit,31135.580142059483,36535.38333366594,2905.5837003545616,None
df_num_cat_without_pt_ss,Random_Forest,shufflesplit,20785.779575426415,23330.838747440932,2147.267707926207,None
df_num_cat_without_pt_ss,SGD_Regression,shufflesplit,19421.60085442956,22207.93619461467,1764.0595379763706,None
df_num_cat_without_pt_ss,Ridge_Regression,shufflesplit,20640.524228029324,23087.96150030506,1606.9220529442405,None
df_num_cat_without_pt_ss,Lasso_Regression,shufflesplit,21698.516130027823,24271.245610618615,1419.5662720505998,None
df_num_cat_without_pt_ss,ElasticNet_Regression,shufflesplit,24573.843319546948,27180.45502979809,2207.6176790453524,None
df_num_cat_without_pt_ss,Logistic_Regression,shufflesplit,37438.96164123563,42863.82393790611,3005.4810363080032,None
df_num_cat_without_pt_ss,LinearSVR,shufflesplit,159260.0303515592,165546.09041894594,2532.132199396857,None
df_num_cat_without_pt_ss,GradientBoosting_Regression,shufflesplit,19269.027891295966,21348.257692603263,2018.255995292005,None
df_num_cat_without_pt_ss,XGBoost_Regression,shufflesplit,21129.032149416573,23455.51114498884,1747.9481547389823,None
df_num_cat_without_pt_ss,LightGBM_Regression,shufflesplit,19360.684378070477,21648.913702680722,2169.7969412309603,None
df_num_cat_with_ss,Linear_Regression,cross_val_score,163981930773499.44,533424963044786.6,434484169542849.8,None
df_num_cat_with_ss,KNeighbors_Regression,cross_val_score,30201.68410156501,29018.14442919187,4188.054675267664,None
df_num_cat_with_ss,Decision_Tree,cross_val_score,34835.12921585776,38733.89243173841,3996.0782548839447,None
df_num_cat_with_ss,Random_Forest,cross_val_score,27769.957449343165,25263.137813254427,3663.980512867421,None
df_num_cat_with_ss,SGD_Regression,cross_val_score,21826.074254425905,21625.73637177857,2931.121868590993,None
df_num_cat_with_ss,Ridge_Regression,cross_val_score,21899.526559162226,22196.5673853807,2703.9668579619597,None
df_num_cat_with_ss,Lasso_Regression,cross_val_score,22725.70516732471,23884.411383006936,2553.568525158331,None
df_num_cat_with_ss,ElasticNet_Regression,cross_val_score,32004.664759167194,27103.570404110644,5040.055193344564,None
df_num_cat_with_ss,Logistic_Regression,cross_val_score,55946.1498585917,38288.42702560618,5830.428717022766,None
df_num_cat_with_ss,LinearSVR,cross_val_score,155426.67928212846,153948.73176240938,12838.755481126584,None
df_num_cat_with_ss,GradientBoosting_Regression,cross_val_score,23616.79915716257,22617.245976981656,3815.810272893359,None
df_num_cat_with_ss,XGBoost_Regression,cross_val_score,24072.037073450465,24401.958868099227,3595.132628318266,None
df_num_cat_with_ss,LightGBM_Regression,cross_val_score,25744.860534692976,22900.567829603675,3286.5980127246817,None
df_num_cat_with_ss,Linear_Regression,kfold,16783350807005.045,198339408204227.5,199016130433342.03,None
df_num_cat_with_ss,KNeighbors_Regression,kfold,25113.741111452182,28801.328670019495,2436.026857039544,None
df_num_cat_with_ss,Decision_Tree,kfold,30965.506876925614,37122.21744538641,3854.0561582543123,None
df_num_cat_with_ss,Random_Forest,kfold,21739.213255547656,24941.7956162363,2719.507357659789,None
df_num_cat_with_ss,SGD_Regression,kfold,17554.78580166658,21464.19014283957,2119.7283967410376,None
df_num_cat_with_ss,Ridge_Regression,kfold,19472.0085833412,22101.592979845413,2045.5262913040428,None
df_num_cat_with_ss,Lasso_Regression,kfold,19741.8392710781,23867.376210201415,3328.3932414829,None
df_num_cat_with_ss,ElasticNet_Regression,kfold,21996.811521618616,27492.643577015253,3329.4186533856964,None
df_num_cat_with_ss,Logistic_Regression,kfold,28744.549352877322,41113.093881591754,6487.527567737199,None
df_num_cat_with_ss,LinearSVR,kfold,138360.02936041082,150838.37157526735,6614.155188264499,None
df_num_cat_with_ss,GradientBoosting_Regression,kfold,18473.848235588677,22638.765921410588,2599.7354158864187,None
df_num_cat_with_ss,XGBoost_Regression,kfold,20977.175781078215,24992.864787537786,2693.7448733222473,None
df_num_cat_with_ss,LightGBM_Regression,kfold,19685.675517882428,22675.56493180044,2191.6591277664393,None
df_num_cat_with_ss,Linear_Regression,repeatedkfold,30286.35369737679,256799985755601.84,288906850721738.75,None
df_num_cat_with_ss,KNeighbors_Regression,repeatedkfold,22012.439313056937,29093.035894006563,3953.0739605934527,None
df_num_cat_with_ss,Decision_Tree,repeatedkfold,28111.410811089776,38082.176226456,4663.970313319533,None
df_num_cat_with_ss,Random_Forest,repeatedkfold,18701.877514348602,25093.452759095802,3494.8217059214853,None
df_num_cat_with_ss,SGD_Regression,repeatedkfold,15901.323123079157,21587.963528845597,2789.6562987612238,None
df_num_cat_with_ss,Ridge_Regression,repeatedkfold,16313.874518258273,22181.954686005905,2666.7239732316016,None
df_num_cat_with_ss,Lasso_Regression,repeatedkfold,18212.051735572917,23635.57632967675,2743.463838007183,None
df_num_cat_with_ss,ElasticNet_Regression,repeatedkfold,20513.669892854028,27478.39001405211,4218.096248259509,None
df_num_cat_with_ss,Logistic_Regression,repeatedkfold,27858.667789657364,40587.59262841061,6340.297449413177,None
df_num_cat_with_ss,LinearSVR,repeatedkfold,132326.3879403987,150726.86019030365,8824.747151418607,None
df_num_cat_with_ss,GradientBoosting_Regression,repeatedkfold,17213.51662724092,22745.176008380186,3282.819512511132,None
df_num_cat_with_ss,XGBoost_Regression,repeatedkfold,17558.44796613353,25000.80140519171,3603.357512900098,None
df_num_cat_with_ss,LightGBM_Regression,repeatedkfold,17006.978411642584,22710.191123509943,3271.8309120492204,None
df_num_cat_with_ss,Linear_Regression,stratifiedkfold,5149533698270.758,282733799012462.7,235724610549354.75,None
df_num_cat_with_ss,KNeighbors_Regression,stratifiedkfold,24990.323502233365,29251.580692257277,3405.7281201474866,None
df_num_cat_with_ss,Decision_Tree,stratifiedkfold,28704.18914580672,38878.01818571749,5434.726398382637,None
df_num_cat_with_ss,Random_Forest,stratifiedkfold,21038.846173544356,25181.837726146732,3136.4234377020753,None
df_num_cat_with_ss,SGD_Regression,stratifiedkfold,18470.92660106817,21347.314552224045,1784.8588014150346,None
df_num_cat_with_ss,Ridge_Regression,stratifiedkfold,19416.692218994787,21961.943748951606,1794.5115867924014,None
df_num_cat_with_ss,Lasso_Regression,stratifiedkfold,20627.013890717288,22944.763878603037,2139.8756838425884,None
df_num_cat_with_ss,ElasticNet_Regression,stratifiedkfold,22103.1025192723,27418.347682838426,4596.036692795499,None
df_num_cat_with_ss,Logistic_Regression,stratifiedkfold,32009.977932185117,39856.0393209099,5577.157656420891,None
df_num_cat_with_ss,LinearSVR,stratifiedkfold,138241.21610662027,150765.67387151395,7745.277106260667,None
df_num_cat_with_ss,GradientBoosting_Regression,stratifiedkfold,17018.73661399837,22651.288369401856,2886.623816347597,None
df_num_cat_with_ss,XGBoost_Regression,stratifiedkfold,19503.885022176688,24998.617431779025,2761.92975002411,None
df_num_cat_with_ss,LightGBM_Regression,stratifiedkfold,17621.23294493193,22584.50273928387,2458.9225337414127,None
df_num_cat_with_ss,Linear_Regression,shufflesplit,591147664375.3724,375231920464694.1,361701615674253.3,None
df_num_cat_with_ss,KNeighbors_Regression,shufflesplit,27259.758164163813,29442.986534386746,2178.2011369128068,None
df_num_cat_with_ss,Decision_Tree,shufflesplit,34741.109839388606,39811.79270516966,3577.5550848642188,None
df_num_cat_with_ss,Random_Forest,shufflesplit,21714.023055839116,24918.97911952035,2197.6234706963055,None
df_num_cat_with_ss,SGD_Regression,shufflesplit,18799.626857355906,21412.484871647808,1640.9697023213446,None
df_num_cat_with_ss,Ridge_Regression,shufflesplit,20050.996368986514,22325.606752197662,1391.9166040512719,None
df_num_cat_with_ss,Lasso_Regression,shufflesplit,22923.18678753026,25003.630587617772,1300.6454336096056,None
df_num_cat_with_ss,ElasticNet_Regression,shufflesplit,24012.28921420549,27244.821715907117,2358.573181063522,None
df_num_cat_with_ss,Logistic_Regression,shufflesplit,38527.995797672986,41030.24232890796,1590.8117329339855,None
df_num_cat_with_ss,LinearSVR,shufflesplit,150672.01049857936,156954.391176118,2560.127816015141,None
df_num_cat_with_ss,GradientBoosting_Regression,shufflesplit,19491.54864591816,22230.02087944668,1701.4852721595405,None
df_num_cat_with_ss,XGBoost_Regression,shufflesplit,22056.223536100424,24174.306919559713,1660.8883902416028,None
df_num_cat_with_ss,LightGBM_Regression,shufflesplit,20793.368078586776,23133.187205610797,1981.4083819251841,None
df_num_cat_with_pt_ss,Linear_Regression,cross_val_score,79152766460749.0,172335198996714.9,152404849370106.53,None
df_num_cat_with_pt_ss,KNeighbors_Regression,cross_val_score,31634.88748319176,28626.463109480985,3331.4306895497416,None
df_num_cat_with_pt_ss,Decision_Tree,cross_val_score,36163.63009175162,39059.152374866826,4779.828868217605,None
df_num_cat_with_pt_ss,Random_Forest,cross_val_score,26820.03425300588,25083.03956025935,3943.4418974926953,None
df_num_cat_with_pt_ss,SGD_Regression,cross_val_score,23150.89995880573,22169.740686596757,3130.256613903854,None
df_num_cat_with_pt_ss,Ridge_Regression,cross_val_score,23300.028114671317,22550.097254170563,2885.857466046512,None
df_num_cat_with_pt_ss,Lasso_Regression,cross_val_score,24469.24101986711,24291.396855615854,2795.175068930019,None
df_num_cat_with_pt_ss,ElasticNet_Regression,cross_val_score,34728.90427047409,28612.194941039437,5552.0256654,None
df_num_cat_with_pt_ss,Logistic_Regression,cross_val_score,53836.205704856766,40090.84041593388,6795.80922212368,None
df_num_cat_with_pt_ss,LinearSVR,cross_val_score,155426.82761035115,153944.46308933146,12837.134345201634,None
df_num_cat_with_pt_ss,GradientBoosting_Regression,cross_val_score,23647.72075870067,22583.190408973074,3822.9650175413517,None
df_num_cat_with_pt_ss,XGBoost_Regression,cross_val_score,24287.107546767715,24440.21780433804,3586.4594102909855,None
df_num_cat_with_pt_ss,LightGBM_Regression,cross_val_score,26009.68663586881,22806.88659000993,3304.9962702534503,None
df_num_cat_with_pt_ss,Linear_Regression,kfold,9012383848742.66,183652294659665.22,143547999616295.75,None
df_num_cat_with_pt_ss,KNeighbors_Regression,kfold,24638.004703285744,28562.82607066224,2425.910506386826,None
df_num_cat_with_pt_ss,Decision_Tree,kfold,30131.31220476731,36863.97661475984,6121.547990910369,None
df_num_cat_with_pt_ss,Random_Forest,kfold,20931.92043793229,24888.004585176262,2708.977814695961,None
df_num_cat_with_pt_ss,SGD_Regression,kfold,17992.792872002472,22058.877930237966,2348.990354342229,None
df_num_cat_with_pt_ss,Ridge_Regression,kfold,19546.338854322807,22692.624481298233,2162.1358388562103,None
df_num_cat_with_pt_ss,Lasso_Regression,kfold,20663.356020572322,24523.735778972063,3298.3544397588366,None
df_num_cat_with_pt_ss,ElasticNet_Regression,kfold,22944.830770806977,29164.582745733194,3530.369846063648,None
df_num_cat_with_pt_ss,Logistic_Regression,kfold,31008.49575017153,40987.63870653528,5394.141327967789,None
df_num_cat_with_pt_ss,LinearSVR,kfold,138361.07469046433,150836.70816492484,6611.9807084157965,None
df_num_cat_with_pt_ss,GradientBoosting_Regression,kfold,18343.207735609223,22705.71953773773,2629.8722564980676,None
df_num_cat_with_pt_ss,XGBoost_Regression,kfold,20811.065182897386,24995.636296755612,2720.949862946476,None
df_num_cat_with_pt_ss,LightGBM_Regression,kfold,18822.4173205714,22635.98293798333,2225.233336807583,None
df_num_cat_with_pt_ss,Linear_Regression,repeatedkfold,31976.366927870295,189326666124191.8,226756257747534.06,None
df_num_cat_with_pt_ss,KNeighbors_Regression,repeatedkfold,20013.50749843353,28816.14486637649,3834.587269733266,None
df_num_cat_with_pt_ss,Decision_Tree,repeatedkfold,27883.829950661213,38341.19847487277,5103.463538116711,None
df_num_cat_with_pt_ss,Random_Forest,repeatedkfold,18810.223296932098,25117.638495181658,3411.0951063996754,None
df_num_cat_with_pt_ss,SGD_Regression,repeatedkfold,16359.550243048243,22127.693187148394,3010.187335798058,None
df_num_cat_with_pt_ss,Ridge_Regression,repeatedkfold,16956.138657800468,22757.09476236491,2774.834599876304,None
df_num_cat_with_pt_ss,Lasso_Regression,repeatedkfold,18827.24451752202,24369.9371226345,2872.795672414014,None
df_num_cat_with_pt_ss,ElasticNet_Regression,repeatedkfold,22117.118027508805,29096.609398527416,4701.818683815497,None
df_num_cat_with_pt_ss,Logistic_Regression,repeatedkfold,30520.819539493346,40959.00177924618,6182.235592125969,None
df_num_cat_with_pt_ss,LinearSVR,repeatedkfold,132322.24509504673,150724.14867260674,8823.489482816023,None
df_num_cat_with_pt_ss,GradientBoosting_Regression,repeatedkfold,17170.248475927892,22727.84218238722,3271.308320576301,None
df_num_cat_with_pt_ss,XGBoost_Regression,repeatedkfold,17438.643532868642,24990.929521971644,3600.9623121624454,None
df_num_cat_with_pt_ss,LightGBM_Regression,repeatedkfold,16796.25310359541,22765.20256662479,3352.754320910992,None
df_num_cat_with_pt_ss,Linear_Regression,stratifiedkfold,3899357395671.7466,112271491796148.6,101401267283375.9,None
df_num_cat_with_pt_ss,KNeighbors_Regression,stratifiedkfold,24670.735236239765,28861.23799913096,3799.795047363065,None
df_num_cat_with_pt_ss,Decision_Tree,stratifiedkfold,26512.029590770635,39441.35312345197,5565.373968323054,None
df_num_cat_with_pt_ss,Random_Forest,stratifiedkfold,21031.08835094799,24935.124884039185,2904.9448734574758,None
df_num_cat_with_pt_ss,SGD_Regression,stratifiedkfold,19100.836103796275,21949.195486666085,1747.966053687477,None
df_num_cat_with_pt_ss,Ridge_Regression,stratifiedkfold,19949.80153625523,22483.770090681082,1834.7860301969818,None
df_num_cat_with_pt_ss,Lasso_Regression,stratifiedkfold,20951.33408682849,23573.91697637772,2316.1797249546944,None
df_num_cat_with_pt_ss,ElasticNet_Regression,stratifiedkfold,22935.679457887312,29071.46030298415,5166.922178267731,None
df_num_cat_with_pt_ss,Logistic_Regression,stratifiedkfold,32739.372962283556,41198.11963086294,4808.246129245543,None
df_num_cat_with_pt_ss,LinearSVR,stratifiedkfold,138240.1765594774,150763.3386843836,7742.668843253532,None
df_num_cat_with_pt_ss,GradientBoosting_Regression,stratifiedkfold,17058.56238307665,22628.835442138974,2878.819641455993,None
df_num_cat_with_pt_ss,XGBoost_Regression,stratifiedkfold,19631.586730153485,24993.869027390414,2693.5101575883405,None
